,movie,year,imdb,metascore,votes,n_imdb
1539,Forgetting Sarah Marshall,2008,7.1,67,254804,71.0
1540,Hellboy II: The Golden Army,2008,7.0,78,249721,70.0
1541,Vicky Cristina Barcelona,2008,7.1,70,235007,71.0
1542,Changeling,2008,7.7,63,229123,77.0
1543,RocknRolla,2008,7.3,53,227049,73.0
1544,The Reader,2008,7.6,58,224071,76.0
1545,21,2008,6.8,48,221796,68.0
1546,Valkyrie,2008,7.1,56,220939,71.0
1547,Role Models,2008,6.8,61,215401,68.0
1548,Rambo,2008,7.0,46,212043,70.0
1549,Body of Lies,2008,7.1,57,206308,71.0
1550,Mamma Mia!,2008,6.4,51,204600,64.0
1551,Ip Man,2008,8.0,59,203440,80.0
1552,Let the Right One In,2008,7.9,82,200040,79.0
1553,Get Smart,2008,6.5,54,196730,65.0
1554,Madagascar: Escape 2 Africa,2008,6.6,61,195056,66.0
1555,Death Race,2008,6.4,43,192773,64.0
1556,The Happening,2008,5.0,34,190872,50.0
1557,Revolutionary Road,2008,7.3,69,187089,73.0
1558,The Chronicles of Narnia: Prince Caspian,2008,6.5,62,186838,65.0
1559,You Don't Mess with the Zohan,2008,5.5,54,184189,55.0
1560,The Dark Knight,2008,9.0,84,2193145,90.0
1561,WALL·E,2008,8.4,95,953805,84.0
1562,Iron Man,2008,7.9,79,904464,79.0
1563,Slumdog Millionaire,2008,8.0,85,772818,80.0
1564,Gran Torino,2008,8.1,72,694799,81.0
1565,The Curious Case of Benjamin Button,2008,7.8,70,562518,78.0
1566,Taken,2008,7.8,51,551354,78.0
1567,Hancock,2008,6.4,49,429575,64.0
1568,The Incredible Hulk,2008,6.7,61,418745,67.0
1569,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.1,65,409219,61.0
1570,Twilight,2008,5.2,56,407496,52.0
1571,The Hurt Locker,2008,7.6,95,406938,76.0
1572,Kung Fu Panda,2008,7.5,74,400802,75.0
1573,Quantum of Solace,2008,6.6,58,391313,66.0
1574,In Bruges,2008,7.9,67,376913,79.0
1575,Tropic Thunder,2008,7.0,71,365406,70.0
1576,Cloverfield,2008,7.0,64,362438,70.0
1577,Wanted,2008,6.7,64,350464,67.0
1578,Yes Man,2008,6.8,46,323273,68.0
1579,Pineapple Express,2008,7.0,64,305397,70.0
1580,Burn After Reading,2008,7.0,63,297834,70.0
1581,The Wrestler,2008,7.9,81,283100,79.0
1582,Jumper,2008,6.1,35,279523,61.0
1583,Seven Pounds,2008,7.6,36,278020,76.0
1584,Step Brothers,2008,6.9,51,258019,69.0
1585,Forgetting Sarah Marshall,2008,7.1,67,254804,71.0
1586,Hellboy II: The Golden Army,2008,7.0,78,249721,70.0
1587,Vicky Cristina Barcelona,2008,7.1,70,235007,71.0
1588,Changeling,2008,7.7,63,229123,77.0
1589,RocknRolla,2008,7.3,53,227049,73.0
1590,The Reader,2008,7.6,58,224071,76.0
1591,21,2008,6.8,48,221796,68.0
1592,Valkyrie,2008,7.1,56,220939,71.0
1593,Role Models,2008,6.8,61,215401,68.0
1594,Rambo,2008,7.0,46,212043,70.0
1595,Body of Lies,2008,7.1,57,206308,71.0
1596,Mamma Mia!,2008,6.4,51,204600,64.0
1597,Ip Man,2008,8.0,59,203440,80.0
1598,Let the Right One In,2008,7.9,82,200040,79.0
1599,Get Smart,2008,6.5,54,196730,65.0
1600,Madagascar: Escape 2 Africa,2008,6.6,61,195056,66.0
1601,Death Race,2008,6.4,43,192773,64.0
1602,The Happening,2008,5.0,34,190872,50.0
1603,Revolutionary Road,2008,7.3,69,187089,73.0
1604,The Chronicles of Narnia: Prince Caspian,2008,6.5,62,186843,65.0
1605,You Don't Mess with the Zohan,2008,5.5,54,184189,55.0
1606,The Dark Knight,2008,9.0,84,2193145,90.0
1607,WALL·E,2008,8.4,95,953805,84.0
1608,Iron Man,2008,7.9,79,904464,79.0
1609,Slumdog Millionaire,2008,8.0,85,772818,80.0
1610,Gran Torino,2008,8.1,72,694799,81.0
1611,The Curious Case of Benjamin Button,2008,7.8,70,562518,78.0
1612,Taken,2008,7.8,51,551354,78.0
1613,Hancock,2008,6.4,49,429575,64.0
1614,The Incredible Hulk,2008,6.7,61,418745,67.0
1615,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.1,65,409219,61.0
1616,Twilight,2008,5.2,56,407496,52.0
1617,The Hurt Locker,2008,7.6,95,406938,76.0
1618,Kung Fu Panda,2008,7.5,74,400802,75.0
1619,Quantum of Solace,2008,6.6,58,391313,66.0
1620,In Bruges,2008,7.9,67,376913,79.0
1621,Tropic Thunder,2008,7.0,71,365406,70.0
1622,Cloverfield,2008,7.0,64,362438,70.0
1623,Wanted,2008,6.7,64,350464,67.0
1624,Yes Man,2008,6.8,46,323273,68.0
1625,Pineapple Express,2008,7.0,64,305397,70.0
1626,Burn After Reading,2008,7.0,63,297834,70.0
1627,The Wrestler,2008,7.9,81,283100,79.0
1628,Jumper,2008,6.1,35,279525,61.0
1629,Seven Pounds,2008,7.6,36,278020,76.0
1630,Step Brothers,2008,6.9,51,258019,69.0
1631,Forgetting Sarah Marshall,2008,7.1,67,254804,71.0
1632,Hellboy II: The Golden Army,2008,7.0,78,249721,70.0
1633,Vicky Cristina Barcelona,2008,7.1,70,235007,71.0
1634,Changeling,2008,7.7,63,229123,77.0
1635,RocknRolla,2008,7.3,53,227049,73.0
1636,The Reader,2008,7.6,58,224071,76.0
1637,21,2008,6.8,48,221796,68.0
1638,Valkyrie,2008,7.1,56,220939,71.0
1639,Role Models,2008,6.8,61,215401,68.0
1640,Rambo,2008,7.0,46,212043,70.0
1641,Body of Lies,2008,7.1,57,206308,71.0
1642,Mamma Mia!,2008,6.4,51,204600,64.0
1643,Ip Man,2008,8.0,59,203440,80.0
1644,Let the Right One In,2008,7.9,82,200040,79.0
1645,Get Smart,2008,6.5,54,196730,65.0
1646,Madagascar: Escape 2 Africa,2008,6.6,61,195056,66.0
1647,Death Race,2008,6.4,43,192773,64.0
1648,The Happening,2008,5.0,34,190872,50.0
1649,Revolutionary Road,2008,7.3,69,187089,73.0
1650,The Chronicles of Narnia: Prince Caspian,2008,6.5,62,186843,65.0
1651,You Don't Mess with the Zohan,2008,5.5,54,184189,55.0
1652,Inglourious Basterds,2009,8.3,69,1196412,83.0
1653,Avatar,2009,7.8,83,1084923,78.0
1654,Up,2009,8.2,88,891322,82.0
1655,The Hangover,2009,7.7,73,693814,77.0
1656,District 9,2009,7.9,81,621876,79.0
1657,Star Trek,2009,7.9,82,566727,79.0
1658,Sherlock Holmes,2009,7.6,57,565512,76.0
1659,Zombieland,2009,7.6,73,500197,76.0
1660,Watchmen,2009,7.6,56,482212,76.0
1661,500 Days of Summer,2009,7.7,76,456256,77.0
1662,X-Men Origins: Wolverine,2009,6.6,40,452965,66.0
1663,Harry Potter and the Half-Blood Prince,2009,7.6,78,444380,76.0
1664,Transformers: Revenge of the Fallen,2009,6.0,35,374701,60.0
1665,2012,2009,5.8,49,341114,58.0
1666,Terminator Salvation,2009,6.5,49,334575,65.0
1667,Moon,2009,7.9,67,323443,79.0
1668,3 Idiots,2009,8.4,67,320518,84.0
1669,Up in the Air,2009,7.4,83,309505,74.0
1670,The Proposal,2009,6.7,48,283909,67.0
1671,The Blind Side,2009,7.6,53,279215,76.0
1672,Public Enemies,2009,7.0,70,270415,70.0
1673,Angels & Demons,2009,6.7,48,262950,67.0
1674,Law Abiding Citizen,2009,7.4,34,261919,74.0
1675,The Twilight Saga: New Moon,2009,4.7,44,256084,47.0
1676,Fast & Furious,2009,6.6,46,252406,66.0
1677,The Road,2009,7.2,64,215685,72.0
1678,Knowing,2009,6.2,41,214513,62.0
1679,Ice Age: Dawn of the Dinosaurs,2009,6.9,50,214282,69.0
1680,Mr. Nobody,2009,7.8,63,206799,78.0
1681,The Girl with the Dragon Tattoo,2009,7.8,76,203424,78.0
1682,The Ugly Truth,2009,6.4,28,197135,64.0
1683,Cloudy with a Chance of Meatballs,2009,6.9,66,195494,69.0
1684,G.I. Joe: The Rise of Cobra,2009,5.8,32,194932,58.0
1685,"I Love You, Man",2009,7.0,70,189667,70.0
1686,Fantastic Mr. Fox,2009,7.9,83,186826,79.0
1687,Coraline,2009,7.7,80,186284,77.0
1688,Orphan,2009,6.9,42,183418,69.0
1689,Drag Me to Hell,2009,6.5,83,182406,65.0
1690,The Secret in Their Eyes,2009,8.2,80,182141,82.0
1691,The Taking of Pelham 123,2009,6.4,55,180012,64.0
1692,17 Again,2009,6.3,48,173110,63.0
1693,Night at the Museum: Battle of the Smithsonian,2009,6.0,42,169033,60.0
1694,Surrogates,2009,6.3,45,166026,63.0
1695,He's Just Not That Into You,2009,6.4,47,156301,64.0
1696,Inglourious Basterds,2009,8.3,69,1196412,83.0
1697,Avatar,2009,7.8,83,1084923,78.0
1698,Up,2009,8.2,88,891322,82.0
1699,The Hangover,2009,7.7,73,693814,77.0
1700,District 9,2009,7.9,81,621876,79.0
1701,Star Trek,2009,7.9,82,566727,79.0
1702,Sherlock Holmes,2009,7.6,57,565512,76.0
1703,Zombieland,2009,7.6,73,500197,76.0
1704,Watchmen,2009,7.6,56,482212,76.0
1705,500 Days of Summer,2009,7.7,76,456256,77.0
1706,X-Men Origins: Wolverine,2009,6.6,40,452965,66.0
1707,Harry Potter and the Half-Blood Prince,2009,7.6,78,444380,76.0
1708,Transformers: Revenge of the Fallen,2009,6.0,35,374701,60.0
1709,2012,2009,5.8,49,341114,58.0
1710,Terminator Salvation,2009,6.5,49,334575,65.0
1711,Moon,2009,7.9,67,323443,79.0
1712,3 Idiots,2009,8.4,67,320518,84.0
1713,Up in the Air,2009,7.4,83,309505,74.0
1714,The Proposal,2009,6.7,48,283909,67.0
1715,The Blind Side,2009,7.6,53,279215,76.0
1716,Public Enemies,2009,7.0,70,270415,70.0
1717,Angels & Demons,2009,6.7,48,262950,67.0
1718,Law Abiding Citizen,2009,7.4,34,261919,74.0
1719,The Twilight Saga: New Moon,2009,4.7,44,256084,47.0
1720,Fast & Furious,2009,6.6,46,252406,66.0
1721,The Road,2009,7.2,64,215685,72.0
1722,Knowing,2009,6.2,41,214513,62.0
1723,Ice Age: Dawn of the Dinosaurs,2009,6.9,50,214282,69.0
1724,Mr. Nobody,2009,7.8,63,206799,78.0
1725,The Girl with the Dragon Tattoo,2009,7.8,76,203424,78.0
1726,The Ugly Truth,2009,6.4,28,197135,64.0
1727,Cloudy with a Chance of Meatballs,2009,6.9,66,195494,69.0
1728,G.I. Joe: The Rise of Cobra,2009,5.8,32,194932,58.0
1729,"I Love You, Man",2009,7.0,70,189667,70.0
1730,Fantastic Mr. Fox,2009,7.9,83,186826,79.0
1731,Coraline,2009,7.7,80,186284,77.0
1732,Orphan,2009,6.9,42,183418,69.0
1733,Drag Me to Hell,2009,6.5,83,182406,65.0
1734,The Secret in Their Eyes,2009,8.2,80,182141,82.0
1735,The Taking of Pelham 123,2009,6.4,55,180012,64.0
1736,17 Again,2009,6.3,48,173110,63.0
1737,Night at the Museum: Battle of the Smithsonian,2009,6.0,42,169033,60.0
1738,Surrogates,2009,6.3,45,166026,63.0
1739,He's Just Not That Into You,2009,6.4,47,156301,64.0
1740,Inglourious Basterds,2009,8.3,69,1196412,83.0
1741,Avatar,2009,7.8,83,1084923,78.0
1742,Up,2009,8.2,88,891322,82.0
1743,The Hangover,2009,7.7,73,693814,77.0
1744,District 9,2009,7.9,81,621876,79.0
1745,Star Trek,2009,7.9,82,566727,79.0
1746,Sherlock Holmes,2009,7.6,57,565512,76.0
1747,Zombieland,2009,7.6,73,500197,76.0
1748,Watchmen,2009,7.6,56,482212,76.0
1749,500 Days of Summer,2009,7.7,76,456256,77.0
1750,X-Men Origins: Wolverine,2009,6.6,40,452965,66.0
1751,Harry Potter and the Half-Blood Prince,2009,7.6,78,444380,76.0
1752,Transformers: Revenge of the Fallen,2009,6.0,35,374701,60.0
1753,2012,2009,5.8,49,341114,58.0
1754,Terminator Salvation,2009,6.5,49,334575,65.0
1755,Moon,2009,7.9,67,323435,79.0
1756,3 Idiots,2009,8.4,67,320518,84.0
1757,Up in the Air,2009,7.4,83,309505,74.0
1758,The Proposal,2009,6.7,48,283909,67.0
1759,The Blind Side,2009,7.6,53,279215,76.0
1760,Public Enemies,2009,7.0,70,270415,70.0
1761,Angels & Demons,2009,6.7,48,262950,67.0
1762,Law Abiding Citizen,2009,7.4,34,261919,74.0
1763,The Twilight Saga: New Moon,2009,4.7,44,256084,47.0
1764,Fast & Furious,2009,6.6,46,252406,66.0
1765,The Road,2009,7.2,64,215685,72.0
1766,Knowing,2009,6.2,41,214513,62.0
1767,Ice Age: Dawn of the Dinosaurs,2009,6.9,50,214282,69.0
1768,Mr. Nobody,2009,7.8,63,206799,78.0
1769,The Girl with the Dragon Tattoo,2009,7.8,76,203426,78.0
1770,The Ugly Truth,2009,6.4,28,197135,64.0
1771,Cloudy with a Chance of Meatballs,2009,6.9,66,195494,69.0
1772,G.I. Joe: The Rise of Cobra,2009,5.8,32,194932,58.0
1773,"I Love You, Man",2009,7.0,70,189667,70.0
1774,Fantastic Mr. Fox,2009,7.9,83,186826,79.0
1775,Coraline,2009,7.7,80,186284,77.0
1776,Orphan,2009,6.9,42,183418,69.0
1777,Drag Me to Hell,2009,6.5,83,182406,65.0
1778,The Secret in Their Eyes,2009,8.2,80,182141,82.0
1779,The Taking of Pelham 123,2009,6.4,55,180012,64.0
1780,17 Again,2009,6.3,48,173110,63.0
1781,Night at the Museum: Battle of the Smithsonian,2009,6.0,42,169033,60.0
1782,Surrogates,2009,6.3,45,166026,63.0
1783,He's Just Not That Into You,2009,6.4,47,156301,64.0
1784,Inglourious Basterds,2009,8.3,69,1196412,83.0
1785,Avatar,2009,7.8,83,1084923,78.0
1786,Up,2009,8.2,88,891322,82.0
1787,The Hangover,2009,7.7,73,693814,77.0
1788,District 9,2009,7.9,81,621876,79.0
1789,Star Trek,2009,7.9,82,566727,79.0
1790,Sherlock Holmes,2009,7.6,57,565512,76.0
1791,Zombieland,2009,7.6,73,500197,76.0
1792,Watchmen,2009,7.6,56,482212,76.0
1793,500 Days of Summer,2009,7.7,76,456256,77.0
1794,X-Men Origins: Wolverine,2009,6.6,40,452965,66.0
1795,Harry Potter and the Half-Blood Prince,2009,7.6,78,444380,76.0
1796,Transformers: Revenge of the Fallen,2009,6.0,35,374701,60.0
1797,2012,2009,5.8,49,341114,58.0
1798,Terminator Salvation,2009,6.5,49,334575,65.0
1799,Moon,2009,7.9,67,323435,79.0
1800,3 Idiots,2009,8.4,67,320518,84.0
1801,Up in the Air,2009,7.4,83,309505,74.0
1802,The Proposal,2009,6.7,48,283909,67.0
1803,The Blind Side,2009,7.6,53,279215,76.0
1804,Public Enemies,2009,7.0,70,270415,70.0
1805,Angels & Demons,2009,6.7,48,262950,67.0
1806,Law Abiding Citizen,2009,7.4,34,261919,74.0
1807,The Twilight Saga: New Moon,2009,4.7,44,256084,47.0
1808,Fast & Furious,2009,6.6,46,252406,66.0
1809,The Road,2009,7.2,64,215685,72.0
1810,Knowing,2009,6.2,41,214513,62.0
1811,Ice Age: Dawn of the Dinosaurs,2009,6.9,50,214282,69.0
1812,Mr. Nobody,2009,7.8,63,206799,78.0
1813,The Girl with the Dragon Tattoo,2009,7.8,76,203426,78.0
1814,The Ugly Truth,2009,6.4,28,197135,64.0
1815,Cloudy with a Chance of Meatballs,2009,6.9,66,195494,69.0
1816,G.I. Joe: The Rise of Cobra,2009,5.8,32,194932,58.0
1817,"I Love You, Man",2009,7.0,70,189667,70.0
1818,Fantastic Mr. Fox,2009,7.9,83,186826,79.0
1819,Coraline,2009,7.7,80,186284,77.0
1820,Orphan,2009,6.9,42,183418,69.0
1821,Drag Me to Hell,2009,6.5,83,182406,65.0
1822,The Secret in Their Eyes,2009,8.2,80,182141,82.0
1823,The Taking of Pelham 123,2009,6.4,55,180012,64.0
1824,17 Again,2009,6.3,48,173110,63.0
1825,Night at the Museum: Battle of the Smithsonian,2009,6.0,42,169033,60.0
1826,Surrogates,2009,6.3,45,166026,63.0
1827,He's Just Not That Into You,2009,6.4,47,156301,64.0
1828,Inception,2010,8.8,74,1943315,88.0
1829,Shutter Island,2010,8.1,63,1065498,81.0
1830,Toy Story 3,2010,8.3,92,724603,83.0
1831,Iron Man 2,2010,7.0,57,692068,70.0
1832,Black Swan,2010,8.0,79,674276,80.0
1833,How to Train Your Dragon,2010,8.1,75,638676,81.0
1834,The King's Speech,2010,8.0,88,617203,80.0
1835,The Social Network,2010,7.7,95,593347,77.0
1836,Kick-Ass,2010,7.6,66,511870,76.0
1837,Despicable Me,2010,7.6,72,482628,76.0
1838,Harry Potter and the Deathly Hallows: Part 1,2010,7.7,65,450004,77.0
1839,Tangled,2010,7.7,71,387037,77.0
1840,Alice in Wonderland,2010,6.4,53,370861,64.0
1841,Scott Pilgrim vs. the World,2010,7.5,69,357120,75.0
1842,Easy A,2010,7.1,72,343692,71.0
1843,127 Hours,2010,7.6,82,336128,76.0
1844,The Town,2010,7.5,74,335890,75.0
1845,The Fighter,2010,7.8,79,327957,78.0
1846,The Expendables,2010,6.5,45,316791,65.0
1847,Due Date,2010,6.5,51,313905,65.0
1848,TRON: Legacy,2010,6.8,49,304991,68.0
1849,True Grit,2010,7.6,80,296887,76.0
1850,Salt,2010,6.4,65,286359,64.0
1851,The Book of Eli,2010,6.9,53,283072,69.0
1852,RED,2010,7.0,60,279467,70.0
1853,Insidious,2010,6.8,52,266199,68.0
1854,Prince of Persia: The Sands of Time,2010,6.6,50,263769,66.0
1855,Clash of the Titans,2010,5.8,39,263707,58.0
1856,Robin Hood,2010,6.6,53,246353,66.0
1857,The A-Team,2010,6.7,47,240684,67.0
1858,The Other Guys,2010,6.6,64,232825,66.0
1859,Grown Ups,2010,5.9,30,219389,59.0
1860,The Twilight Saga: Eclipse,2010,5.0,58,218896,50.0
1861,Megamind,2010,7.2,63,217627,72.0
1862,The Tourist,2010,6.0,37,215256,60.0
1863,Predators,2010,6.4,51,205972,64.0
1864,Machete,2010,6.6,60,186508,66.0
1865,Unstoppable,2010,6.8,69,178690,68.0
1866,Blue Valentine,2010,7.4,81,177079,74.0
1867,Shrek Forever After,2010,6.3,58,176344,63.0
1868,The Next Three Days,2010,7.4,52,175093,74.0
1869,Knight and Day,2010,6.3,46,174600,63.0
1870,Love & Other Drugs,2010,6.7,55,173746,67.0
1871,Percy Jackson & the Olympians: The Lightning Thief,2010,5.9,47,170738,59.0
1872,Get Him to the Greek,2010,6.4,65,165177,64.0
1873,Tucker and Dale vs Evil,2010,7.5,65,159453,75.0
1874,Inception,2010,8.8,74,1943315,88.0
1875,Shutter Island,2010,8.1,63,1065498,81.0
1876,Toy Story 3,2010,8.3,92,724603,83.0
1877,Iron Man 2,2010,7.0,57,692068,70.0
1878,Black Swan,2010,8.0,79,674276,80.0
1879,How to Train Your Dragon,2010,8.1,75,638676,81.0
1880,The King's Speech,2010,8.0,88,617203,80.0
1881,The Social Network,2010,7.7,95,593347,77.0
1882,Kick-Ass,2010,7.6,66,511870,76.0
1883,Despicable Me,2010,7.6,72,482628,76.0
1884,Harry Potter and the Deathly Hallows: Part 1,2010,7.7,65,450004,77.0
1885,Tangled,2010,7.7,71,387037,77.0
1886,Alice in Wonderland,2010,6.4,53,370861,64.0
1887,Scott Pilgrim vs. the World,2010,7.5,69,357120,75.0
1888,Easy A,2010,7.1,72,343692,71.0
1889,127 Hours,2010,7.6,82,336128,76.0
1890,The Town,2010,7.5,74,335890,75.0
1891,The Fighter,2010,7.8,79,327957,78.0
1892,The Expendables,2010,6.5,45,316791,65.0
1893,Due Date,2010,6.5,51,313905,65.0
1894,TRON: Legacy,2010,6.8,49,304991,68.0
1895,True Grit,2010,7.6,80,296887,76.0
1896,Salt,2010,6.4,65,286359,64.0
1897,The Book of Eli,2010,6.9,53,283072,69.0
1898,RED,2010,7.0,60,279467,70.0
1899,Insidious,2010,6.8,52,266199,68.0
1900,Prince of Persia: The Sands of Time,2010,6.6,50,263769,66.0
1901,Clash of the Titans,2010,5.8,39,263707,58.0
1902,Robin Hood,2010,6.6,53,246353,66.0
1903,The A-Team,2010,6.7,47,240684,67.0
1904,The Other Guys,2010,6.6,64,232825,66.0
1905,Grown Ups,2010,5.9,30,219389,59.0
1906,The Twilight Saga: Eclipse,2010,5.0,58,218896,50.0
1907,Megamind,2010,7.2,63,217627,72.0
1908,The Tourist,2010,6.0,37,215256,60.0
1909,Predators,2010,6.4,51,205972,64.0
1910,Machete,2010,6.6,60,186508,66.0
1911,Unstoppable,2010,6.8,69,178690,68.0
1912,Blue Valentine,2010,7.4,81,177079,74.0
1913,Shrek Forever After,2010,6.3,58,176344,63.0
1914,The Next Three Days,2010,7.4,52,175093,74.0
1915,Knight and Day,2010,6.3,46,174600,63.0
1916,Love & Other Drugs,2010,6.7,55,173746,67.0
1917,Percy Jackson & the Olympians: The Lightning Thief,2010,5.9,47,170738,59.0
1918,Get Him to the Greek,2010,6.4,65,165177,64.0
1919,Tucker and Dale vs Evil,2010,7.5,65,159453,75.0
1920,Inception,2010,8.8,74,1943315,88.0
1921,Shutter Island,2010,8.1,63,1065498,81.0
1922,Toy Story 3,2010,8.3,92,724603,83.0
1923,Iron Man 2,2010,7.0,57,692068,70.0
1924,Black Swan,2010,8.0,79,674276,80.0
1925,How to Train Your Dragon,2010,8.1,75,638676,81.0
